time,temperature,humidity,pressure,di
2019/03/21 00:00:41,21.73,41.38,1014.46,66.89
2019/03/21 00:01:39,21.73,41.51,1014.54,66.89
2019/03/21 00:02:39,21.74,41.47,1014.56,66.91
2019/03/21 00:03:39,21.76,41.37,1014.6,66.92
2019/03/21 00:04:39,21.75,41.48,1014.6,66.91
2019/03/21 00:05:41,21.76,41.32,1014.62,66.92
2019/03/21 00:06:40,21.76,41.32,1014.7,66.92
2019/03/21 00:07:39,21.74,41.44,1014.7,66.9
2019/03/21 00:08:39,21.74,41.32,1014.71,66.89
2019/03/21 00:09:39,21.72,41.39,1014.63,66.88
2019/03/21 00:10:41,21.73,41.32,1014.67,66.88
2019/03/21 00:11:38,21.73,41.32,1014.73,66.88
2019/03/21 00:12:39,21.73,41.32,1014.68,66.88
2019/03/21 00:13:39,21.73,41.39,1014.6,66.89
2019/03/21 00:14:39,21.72,41.41,1014.69,66.88
2019/03/21 00:15:41,21.73,41.35,1014.72,66.88
2019/03/21 00:16:39,21.74,41.49,1014.74,66.9
2019/03/21 00:17:39,21.72,41.68,1014.77,66.9
2019/03/21 00:18:39,21.76,41.76,1014.67,66.95
2019/03/21 00:19:39,21.76,41.56,1014.57,66.94
2019/03/21 00:20:41,21.75,41.54,1014.69,66.92
2019/03/21 00:21:39,21.75,41.72,1014.65,66.93
2019/03/21 00:22:40,21.76,41.72,1014.84,66.95
2019/03/21 00:23:39,21.76,41.56,1014.84,66.94
2019/03/21 00:24:39,21.77,41.49,1014.8,66.94
2019/03/21 00:25:41,21.77,41.51,1014.68,66.94
2019/03/21 00:26:39,21.77,41.56,1014.77,66.95
2019/03/21 00:27:39,21.75,41.45,1014.77,66.92
2019/03/21 00:28:39,21.73,41.57,1014.7,66.89
2019/03/21 00:29:40,21.72,41.58,1014.63,66.88
2019/03/21 00:30:41,21.71,41.55,1014.61,66.87
2019/03/21 00:31:39,21.7,41.59,1014.57,66.86
2019/03/21 00:32:39,21.7,41.67,1014.52,66.87
2019/03/21 00:33:39,21.73,41.55,1014.56,66.89
2019/03/21 00:34:39,21.76,41.72,1014.6,66.95
2019/03/21 00:35:41,21.76,41.67,1014.57,66.95
2019/03/21 00:36:40,21.73,41.77,1014.62,66.91
2019/03/21 00:37:39,21.72,41.74,1014.63,66.89
2019/03/21 00:38:40,21.71,41.64,1014.64,66.88
2019/03/21 00:39:39,21.69,41.7,1014.56,66.86
2019/03/21 00:40:42,21.69,41.64,1014.49,66.85
2019/03/21 00:41:39,21.7,41.61,1014.49,66.87
2019/03/21 00:42:39,21.71,41.53,1014.4,66.87
2019/03/21 00:43:39,21.69,41.62,1014.45,66.86
2019/03/21 00:44:39,21.66,41.78,1014.45,66.83
2019/03/21 00:45:42,21.65,41.74,1014.44,66.81
2019/03/21 00:46:39,21.65,41.74,1014.37,66.81
2019/03/21 00:47:38,21.66,41.73,1014.28,66.82
2019/03/21 00:48:39,21.73,41.9,1014.28,66.92
2019/03/21 00:49:39,21.79,41.69,1014.19,66.98
2019/03/21 00:50:41,21.87,41.11,1014.25,67.04
2019/03/21 00:51:39,21.87,41.19,1014.17,67.05
2019/03/21 00:52:40,21.84,41.5,1014.14,67.03
2019/03/21 00:53:39,21.83,41.15,1014.09,66.99
2019/03/21 00:54:39,21.82,41.15,1014.06,66.98
2019/03/21 00:55:41,21.8,41.02,1014.07,66.95
2019/03/21 00:56:39,21.8,41.18,1013.99,66.95
2019/03/21 00:57:39,21.8,41.03,1013.91,66.95
2019/03/21 00:58:39,21.8,41.21,1013.91,66.96
2019/03/21 00:59:38,21.8,41.33,1013.99,66.97
2019/03/21 01:00:40,21.78,41.26,1013.93,66.94
2019/03/21 01:01:39,21.79,41.09,1013.92,66.94
2019/03/21 01:02:39,21.79,41.13,1013.98,66.94
2019/03/21 01:03:39,21.79,41.23,1013.86,66.94
2019/03/21 01:04:39,21.78,41.02,1013.8,66.92
2019/03/21 01:05:41,21.77,41.02,1013.78,66.91
2019/03/21 01:06:39,21.77,41.09,1013.84,66.92
2019/03/21 01:07:39,21.78,41.16,1013.79,66.93
2019/03/21 01:08:39,21.77,41.09,1013.81,66.92
2019/03/21 01:09:39,21.76,41.21,1013.65,66.91
2019/03/21 01:10:41,21.75,41.0,1013.69,66.88
2019/03/21 01:11:39,21.74,41.12,1013.65,66.88
2019/03/21 01:12:39,21.72,41.25,1013.75,66.87
2019/03/21 01:13:39,21.7,41.23,1013.64,66.84
2019/03/21 01:14:38,21.7,41.36,1013.77,66.85
2019/03/21 01:15:41,21.74,41.35,1013.68,66.9
2019/03/21 01:16:39,21.8,41.26,1013.73,66.96
2019/03/21 01:17:39,21.83,41.21,1013.72,67.0
2019/03/21 01:18:39,21.81,41.34,1013.58,66.98
2019/03/21 01:19:38,21.74,41.16,1013.57,66.88
2019/03/21 01:20:41,21.72,41.56,1013.42,66.88
2019/03/21 01:21:39,21.74,41.54,1013.37,66.91
2019/03/21 01:22:39,21.8,41.35,1013.46,66.97
2019/03/21 01:23:39,21.79,41.15,1013.33,66.94
2019/03/21 01:24:39,21.78,41.35,1013.39,66.94
2019/03/21 01:25:41,21.76,41.5,1013.34,66.93
2019/03/21 01:26:39,21.78,41.58,1013.26,66.96
2019/03/21 01:27:40,21.8,41.31,1013.22,66.97
2019/03/21 01:28:39,21.8,41.44,1013.16,66.98
2019/03/21 01:29:39,21.73,41.49,1013.07,66.9
2019/03/21 01:30:42,21.65,41.58,1012.99,66.8
2019/03/21 01:31:39,21.66,41.5,1013.01,66.81
2019/03/21 01:32:39,21.69,41.54,1013.0,66.85
2019/03/21 01:33:39,21.7,41.49,1012.97,66.86
2019/03/21 01:34:39,21.7,41.46,1012.99,66.85
2019/03/21 01:35:41,21.69,41.26,1013.06,66.83
2019/03/21 01:36:39,21.71,41.32,1013.04,66.86
2019/03/21 01:37:39,21.71,41.47,1013.0,66.86
2019/03/21 01:38:39,21.69,41.46,1013.08,66.84
2019/03/21 01:39:40,21.74,41.45,1013.04,66.9
2019/03/21 01:40:41,21.78,41.34,1013.04,66.94
2019/03/21 01:41:39,21.8,41.23,1013.08,66.96
2019/03/21 01:42:39,21.79,41.42,1013.04,66.96
2019/03/21 01:43:39,21.71,41.63,1013.06,66.88
2019/03/21 01:44:39,21.63,41.71,1013.12,66.79
2019/03/21 01:45:40,21.59,41.83,1013.23,66.75
2019/03/21 01:46:39,21.55,41.87,1013.22,66.7
2019/03/21 01:47:39,21.53,41.99,1013.21,66.68
2019/03/21 01:48:40,21.5,41.99,1013.19,66.65
2019/03/21 01:49:39,21.49,42.13,1013.12,66.65
2019/03/21 01:50:41,21.48,42.0,1013.03,66.63
2019/03/21 01:51:39,21.48,42.03,1013.05,66.63
2019/03/21 01:52:39,21.48,42.16,1013.05,66.64
2019/03/21 01:53:39,21.48,42.25,1012.97,66.64
2019/03/21 01:54:39,21.48,42.25,1013.14,66.65
2019/03/21 01:55:42,21.46,42.21,1013.13,66.62
2019/03/21 01:56:39,21.46,42.34,1013.16,66.63
2019/03/21 01:57:39,21.46,42.19,1013.21,66.62
2019/03/21 01:58:39,21.47,42.15,1013.24,66.62
2019/03/21 01:59:39,21.49,42.23,1013.2,66.65
2019/03/21 02:00:42,21.53,42.11,1013.13,66.69
2019/03/21 02:01:39,21.54,41.89,1013.12,66.69
2019/03/21 02:02:39,21.52,42.04,1013.06,66.68
2019/03/21 02:03:39,21.49,42.14,1013.04,66.65
2019/03/21 02:04:39,21.48,42.19,1013.03,66.64
2019/03/21 02:05:41,21.49,42.24,1012.88,66.65
2019/03/21 02:06:39,21.47,42.36,1012.9,66.64
2019/03/21 02:07:38,21.47,42.36,1012.77,66.64
2019/03/21 02:08:39,21.49,42.22,1012.85,66.65
2019/03/21 02:09:39,21.49,42.2,1012.82,66.65
2019/03/21 02:10:41,21.48,42.19,1012.7,66.64
2019/03/21 02:11:39,21.48,42.44,1012.73,66.66
2019/03/21 02:12:39,21.49,42.28,1012.74,66.66
2019/03/21 02:13:39,21.49,42.13,1012.8,66.65
2019/03/21 02:14:39,21.48,42.13,1012.86,66.63
2019/03/21 02:15:41,21.46,42.39,1012.72,66.63
2019/03/21 02:16:39,21.45,42.16,1012.76,66.6
