time,temperature,humidity,pressure,di
2019/03/10 00:00:41,21.69,34.45,1019.91,66.34
2019/03/10 00:01:39,21.67,34.53,1019.88,66.32
2019/03/10 00:02:39,21.67,34.56,1019.93,66.32
2019/03/10 00:03:39,21.69,34.41,1019.91,66.33
2019/03/10 00:04:39,21.69,34.28,1019.91,66.33
2019/03/10 00:05:42,21.67,34.39,1019.8,66.31
2019/03/10 00:06:39,21.65,34.42,1019.87,66.29
2019/03/10 00:07:39,21.63,34.43,1019.81,66.27
2019/03/10 00:08:39,21.6,34.27,1019.89,66.22
2019/03/10 00:09:39,21.6,34.42,1019.86,66.23
2019/03/10 00:10:41,21.56,34.31,1019.83,66.18
2019/03/10 00:11:39,21.54,34.28,1019.82,66.16
2019/03/10 00:12:39,21.57,34.26,1019.84,66.19
2019/03/10 00:13:39,21.55,34.14,1019.86,66.16
2019/03/10 00:14:39,21.57,34.26,1019.86,66.18
2019/03/10 00:15:41,21.56,34.22,1019.87,66.17
2019/03/10 00:16:40,21.62,34.09,1019.79,66.23
2019/03/10 00:17:39,21.6,34.09,1019.76,66.21
2019/03/10 00:18:40,21.6,34.28,1019.78,66.22
2019/03/10 00:19:39,21.57,34.19,1019.82,66.18
2019/03/10 00:20:41,21.54,34.15,1019.71,66.15
2019/03/10 00:21:39,21.51,34.31,1019.75,66.13
2019/03/10 00:22:39,21.49,34.13,1019.79,66.09
2019/03/10 00:23:39,21.49,34.14,1019.71,66.09
2019/03/10 00:24:40,21.47,34.44,1019.81,66.09
2019/03/10 00:25:41,21.47,34.27,1019.81,66.08
2019/03/10 00:26:39,21.46,34.3,1019.82,66.07
2019/03/10 00:27:39,21.44,34.22,1019.76,66.04
2019/03/10 00:28:39,21.45,34.32,1019.83,66.06
2019/03/10 00:29:39,21.44,34.23,1019.81,66.04
2019/03/10 00:30:41,21.41,34.35,1019.76,66.01
2019/03/10 00:31:39,21.41,34.37,1019.68,66.01
2019/03/10 00:32:39,21.39,34.28,1019.68,65.99
2019/03/10 00:33:40,21.41,34.32,1019.84,66.01
2019/03/10 00:34:39,21.4,34.34,1019.74,66.0
2019/03/10 00:35:40,21.38,34.34,1019.76,65.97
2019/03/10 00:36:38,21.38,34.21,1019.77,65.97
2019/03/10 00:37:39,21.37,34.25,1019.66,65.96
2019/03/10 00:38:39,21.36,34.28,1019.76,65.95
2019/03/10 00:39:39,21.35,34.26,1019.77,65.94
2019/03/10 00:40:41,21.34,34.2,1019.7,65.92
2019/03/10 00:41:38,21.34,34.42,1019.69,65.93
2019/03/10 00:42:38,21.35,34.58,1019.79,65.96
2019/03/10 00:43:39,21.42,34.23,1019.77,66.01
2019/03/10 00:44:39,21.47,34.34,1019.76,66.08
2019/03/10 00:45:42,21.51,34.07,1019.7,66.11
2019/03/10 00:46:39,21.48,34.53,1019.82,66.1
2019/03/10 00:47:39,21.46,34.7,1019.68,66.09
2019/03/10 00:48:39,21.4,35.77,1019.72,66.1
2019/03/10 00:49:40,21.37,36.38,1019.66,66.1
2019/03/10 00:50:41,21.38,36.22,1019.71,66.11
2019/03/10 00:51:38,21.37,36.39,1019.71,66.1
2019/03/10 00:52:39,21.34,36.66,1019.72,66.09
2019/03/10 00:53:40,21.35,36.46,1019.76,66.09
2019/03/10 00:54:39,21.31,36.61,1019.69,66.05
2019/03/10 00:55:41,21.27,36.73,1019.57,66.01
2019/03/10 00:56:39,21.28,37.33,1019.64,66.06
2019/03/10 00:57:39,21.27,37.51,1019.6,66.06
2019/03/10 00:58:39,21.27,37.16,1019.68,66.04
2019/03/10 00:59:39,21.25,37.25,1019.68,66.03
2019/03/10 01:00:42,21.16,38.07,1019.71,65.97
2019/03/10 01:01:39,21.13,38.1,1019.6,65.93
2019/03/10 01:02:39,21.1,37.91,1019.61,65.89
2019/03/10 01:03:39,21.09,37.63,1019.61,65.86
2019/03/10 01:04:39,21.11,37.6,1019.52,65.88
2019/03/10 01:05:40,21.1,37.41,1019.55,65.85
2019/03/10 01:06:39,21.09,37.56,1019.42,65.85
2019/03/10 01:07:39,21.1,37.72,1019.42,65.88
2019/03/10 01:08:39,21.08,37.62,1019.47,65.85
2019/03/10 01:09:39,21.08,37.76,1019.44,65.86
2019/03/10 01:10:41,21.05,38.02,1019.36,65.84
2019/03/10 01:11:39,21.03,38.19,1019.4,65.82
2019/03/10 01:12:39,21.04,38.0,1019.34,65.82
2019/03/10 01:13:39,21.03,38.2,1019.4,65.82
2019/03/10 01:14:39,21.02,38.38,1019.3,65.82
2019/03/10 01:15:41,21.0,38.39,1019.32,65.8
2019/03/10 01:16:39,20.99,38.01,1019.28,65.76
2019/03/10 01:17:39,20.97,38.35,1019.32,65.76
2019/03/10 01:18:39,20.98,38.38,1019.26,65.77
2019/03/10 01:19:39,20.99,39.5,1019.3,65.86
2019/03/10 01:20:41,21.01,38.83,1019.26,65.84
2019/03/10 01:21:39,21.02,38.36,1019.28,65.82
2019/03/10 01:22:39,20.97,38.51,1019.16,65.77
2019/03/10 01:23:39,20.96,38.86,1019.25,65.78
2019/03/10 01:24:39,20.95,38.77,1019.21,65.76
2019/03/10 01:25:42,20.93,39.03,1019.21,65.76
2019/03/10 01:26:40,20.91,38.95,1019.23,65.73
2019/03/10 01:27:39,20.91,38.93,1019.18,65.73
2019/03/10 01:28:39,20.89,39.16,1019.19,65.72
2019/03/10 01:29:39,20.91,39.28,1019.17,65.75
2019/03/10 01:30:41,20.91,40.01,1019.07,65.8
2019/03/10 01:31:40,20.93,39.48,1019.15,65.78
2019/03/10 01:32:39,20.94,39.73,1019.12,65.82
2019/03/10 01:33:39,20.93,39.51,1019.09,65.79
2019/03/10 01:34:39,20.92,39.62,1019.0,65.78
2019/03/10 01:35:41,20.91,39.48,1019.01,65.76
2019/03/10 01:36:39,20.89,39.27,1018.97,65.72
2019/03/10 01:37:39,20.88,39.4,1018.95,65.72
2019/03/10 01:38:39,20.89,39.19,1019.03,65.72
2019/03/10 01:39:40,20.89,39.32,1019.09,65.73
2019/03/10 01:40:41,20.88,39.53,1018.94,65.73
2019/03/10 01:41:39,20.88,39.77,1018.93,65.74
2019/03/10 01:42:39,20.88,39.28,1018.85,65.71
2019/03/10 01:43:39,20.86,39.25,1018.84,65.69
2019/03/10 01:44:39,20.83,39.47,1018.82,65.67
2019/03/10 01:45:41,20.86,40.46,1018.82,65.77
2019/03/10 01:46:39,20.88,40.39,1018.9,65.78
2019/03/10 01:47:39,20.87,40.85,1018.83,65.8
2019/03/10 01:48:39,20.88,40.14,1018.69,65.77
2019/03/10 01:49:39,20.88,40.39,1018.74,65.78
2019/03/10 01:50:41,20.91,40.61,1018.74,65.83
2019/03/10 01:51:38,20.91,40.3,1018.71,65.81
2019/03/10 01:52:39,20.91,40.08,1018.61,65.8
2019/03/10 01:53:39,20.89,40.24,1018.6,65.78
2019/03/10 01:54:39,20.88,40.33,1018.58,65.78
2019/03/10 01:55:41,20.86,40.64,1018.55,65.77
2019/03/10 01:56:39,20.86,40.55,1018.5,65.77
2019/03/10 01:57:39,20.85,40.37,1018.48,65.74
2019/03/10 01:58:39,20.93,40.69,1018.43,65.86
2019/03/10 01:59:40,20.96,40.3,1018.4,65.87
2019/03/10 02:00:41,20.95,39.83,1018.55,65.84
2019/03/10 02:01:39,20.91,39.49,1018.42,65.76
2019/03/10 02:02:39,20.84,39.42,1018.44,65.68
2019/03/10 02:03:39,20.84,39.34,1018.4,65.67
2019/03/10 02:04:39,20.85,39.58,1018.38,65.7
2019/03/10 02:05:41,20.85,39.42,1018.27,65.69
2019/03/10 02:06:39,20.86,39.37,1018.23,65.69
2019/03/10 02:07:39,20.87,39.3,1018.3,65.7
2019/03/10 02:08:40,20.86,39.33,1018.17,65.69
2019/03/10 02:09:39,20.86,39.43,1018.2,65.7
2019/03/10 02:10:41,20.86,39.49,1018.28,65.7
2019/03/10 02:11:39,20.85,39.33,1018.24,65.68
2019/03/10 02:12:39,20.83,39.29,1018.13,65.66
2019/03/10 02:13:39,20.89,40.19,1018.14,65.78
2019/03/10 02:14:39,20.9,39.59,1018.13,65.76
2019/03/10 02:15:42,20.9,39.36,1018.16,65.74
2019/03/10 02:16:40,20.9,39.47,1018.13,65.75
2019/03/10 02:17:39,20.89,39.54,1018.12,65.74
2019/03/10 02:18:39,20.87,39.35,1018.05,65.7
2019/03/10 02:19:39,20.88,39.57,1018.07,65.73
2019/03/10 02:20:41,20.91,39.46,1018.07,65.76
2019/03/10 02:21:39,20.91,39.39,1017.99,65.75
2019/03/10 02:22:40,20.92,39.25,1018.06,65.76
2019/03/10 02:23:40,20.9,39.24,1018.0,65.73
2019/03/10 02:24:40,20.91,39.33,1018.04,65.75
2019/03/10 02:25:41,20.89,39.44,1018.07,65.74
2019/03/10 02:26:39,20.88,39.23,1018.05,65.71
2019/03/10 02:27:39,20.86,39.21,1017.94,65.69
2019/03/10 02:28:39,20.87,39.18,1018.05,65.69
2019/03/10 02:29:39,20.85,39.14,1017.95,65.67
2019/03/10 02:30:41,20.86,39.24,1017.93,65.68
2019/03/10 02:31:39,20.86,39.62,1018.06,65.71
2019/03/10 02:32:39,20.85,39.44,1017.99,65.68
2019/03/10 02:33:39,20.84,39.34,1018.01,65.67
2019/03/10 02:34:40,20.85,39.47,1018.11,65.69
2019/03/10 02:35:42,20.86,39.76,1018.04,65.72
2019/03/10 02:36:39,20.86,38.9,1018.06,65.66
2019/03/10 02:37:39,20.86,39.53,1018.06,65.7
2019/03/10 02:38:39,20.85,39.34,1018.05,65.68
