time,temperature,humidity,pressure,di
2019/03/06 00:00:41,20.26,43.37,1021.38,65.21
2019/03/06 00:01:39,20.26,43.42,1021.36,65.21
2019/03/06 00:02:39,20.19,43.36,1021.34,65.12
2019/03/06 00:03:39,20.16,43.39,1021.2,65.08
2019/03/06 00:04:39,20.12,43.54,1021.14,65.05
2019/03/06 00:05:41,20.14,43.36,1021.21,65.06
2019/03/06 00:06:40,20.16,43.32,1021.1,65.08
2019/03/06 00:07:39,20.16,43.42,1021.05,65.09
2019/03/06 00:08:39,20.12,43.52,1021.03,65.04
2019/03/06 00:09:40,20.09,43.57,1021.04,65.01
2019/03/06 00:10:41,20.06,43.59,1021.01,64.97
2019/03/06 00:11:39,20.05,43.61,1020.97,64.96
2019/03/06 00:12:40,20.0,43.61,1021.02,64.9
2019/03/06 00:13:39,20.03,43.49,1020.94,64.93
2019/03/06 00:14:40,20.0,43.51,1020.94,64.9
2019/03/06 00:15:41,20.03,43.47,1020.98,64.92
2019/03/06 00:16:39,20.02,43.37,1020.95,64.91
2019/03/06 00:17:39,19.98,43.4,1020.93,64.86
2019/03/06 00:18:39,20.0,43.38,1020.93,64.88
2019/03/06 00:19:39,20.02,43.39,1021.0,64.91
2019/03/06 00:20:41,20.05,43.26,1020.84,64.94
2019/03/06 00:21:39,20.03,43.32,1020.94,64.92
2019/03/06 00:22:39,20.06,43.21,1020.93,64.95
2019/03/06 00:23:39,20.04,43.16,1021.03,64.93
2019/03/06 00:24:39,20.0,43.21,1021.02,64.88
2019/03/06 00:25:41,19.97,43.27,1020.98,64.84
2019/03/06 00:26:39,19.98,43.41,1021.04,64.86
2019/03/06 00:27:39,19.99,43.36,1021.08,64.87
2019/03/06 00:28:39,19.97,43.41,1021.1,64.85
2019/03/06 00:29:39,19.96,43.34,1021.08,64.84
2019/03/06 00:30:41,19.96,43.33,1021.07,64.83
2019/03/06 00:31:39,19.98,43.31,1021.16,64.85
2019/03/06 00:32:39,19.95,43.26,1021.09,64.82
2019/03/06 00:33:39,19.94,43.41,1021.15,64.81
2019/03/06 00:34:39,19.9,43.81,1021.09,64.79
2019/03/06 00:35:41,19.89,43.81,1021.12,64.77
2019/03/06 00:36:39,19.87,43.79,1021.06,64.75
2019/03/06 00:37:39,19.87,43.72,1021.03,64.74
2019/03/06 00:38:39,19.84,43.61,1021.09,64.7
2019/03/06 00:39:39,19.84,43.58,1021.09,64.7
2019/03/06 00:40:41,19.89,43.46,1021.12,64.76
2019/03/06 00:41:40,19.88,43.5,1020.99,64.74
2019/03/06 00:42:39,19.84,43.38,1021.09,64.69
2019/03/06 00:43:38,19.78,43.59,1021.04,64.63
2019/03/06 00:44:38,19.78,43.7,1021.06,64.62
2019/03/06 00:45:41,19.8,43.67,1020.97,64.65
2019/03/06 00:46:39,19.78,43.96,1020.98,64.64
2019/03/06 00:47:39,19.77,43.6,1020.94,64.61
2019/03/06 00:48:39,19.76,43.56,1020.85,64.6
2019/03/06 00:49:38,19.72,43.74,1020.86,64.56
2019/03/06 00:50:41,19.71,43.71,1020.86,64.54
2019/03/06 00:51:39,19.7,43.77,1020.9,64.53
2019/03/06 00:52:39,19.69,43.74,1020.99,64.52
2019/03/06 00:53:39,19.71,43.69,1020.97,64.54
2019/03/06 00:54:39,19.68,43.79,1021.08,64.51
2019/03/06 00:55:41,19.67,43.66,1021.05,64.5
2019/03/06 00:56:39,19.64,43.79,1021.02,64.47
2019/03/06 00:57:39,19.61,44.23,1021.04,64.45
2019/03/06 00:58:38,19.58,44.08,1021.12,64.4
2019/03/06 00:59:39,19.62,44.05,1021.04,64.45
2019/03/06 01:00:42,19.69,44.07,1020.98,64.53
2019/03/06 01:01:38,19.69,44.0,1020.96,64.53
2019/03/06 01:02:39,19.7,43.91,1021.01,64.54
2019/03/06 01:03:39,19.68,43.8,1020.95,64.51
2019/03/06 01:04:39,19.65,43.97,1020.98,64.48
2019/03/06 01:05:41,19.6,44.08,1020.93,64.43
2019/03/06 01:06:39,19.63,44.41,1020.95,64.49
2019/03/06 01:07:39,19.63,44.42,1020.92,64.48
2019/03/06 01:08:39,19.67,44.48,1020.8,64.53
2019/03/06 01:09:39,19.64,44.5,1020.83,64.5
2019/03/06 01:10:41,19.67,44.37,1020.8,64.53
2019/03/06 01:11:39,19.69,44.19,1020.81,64.54
2019/03/06 01:12:39,19.62,44.2,1020.77,64.46
2019/03/06 01:13:38,19.59,44.09,1020.83,64.42
2019/03/06 01:14:39,19.59,44.57,1020.74,64.44
2019/03/06 01:15:42,19.6,44.08,1020.77,64.43
2019/03/06 01:16:39,19.55,44.09,1020.78,64.36
2019/03/06 01:17:39,19.57,44.1,1020.8,64.4
2019/03/06 01:18:39,19.54,43.95,1020.63,64.34
2019/03/06 01:19:40,19.51,44.05,1020.76,64.31
2019/03/06 01:20:41,19.48,44.14,1020.74,64.28
2019/03/06 01:21:39,19.47,44.01,1020.7,64.27
2019/03/06 01:22:39,19.45,44.09,1020.69,64.24
2019/03/06 01:23:39,19.49,43.88,1020.76,64.28
2019/03/06 01:24:39,19.45,43.92,1020.62,64.24
2019/03/06 01:25:41,19.45,44.06,1020.53,64.24
2019/03/06 01:26:38,19.43,44.0,1020.55,64.21
2019/03/06 01:27:39,19.43,44.03,1020.5,64.22
2019/03/06 01:28:40,19.43,44.03,1020.5,64.22
2019/03/06 01:29:40,19.41,44.43,1020.46,64.2
2019/03/06 01:30:41,19.38,44.36,1020.46,64.16
2019/03/06 01:31:39,19.4,44.73,1020.41,64.21
2019/03/06 01:32:40,19.45,44.37,1020.37,64.25
2019/03/06 01:33:39,19.4,44.34,1020.37,64.19
2019/03/06 01:34:39,19.42,44.36,1020.38,64.22
2019/03/06 01:35:41,19.46,44.18,1020.33,64.26
2019/03/06 01:36:39,19.45,44.22,1020.31,64.24
2019/03/06 01:37:38,19.43,44.24,1020.36,64.22
2019/03/06 01:38:39,19.43,44.26,1020.28,64.22
2019/03/06 01:39:39,19.46,44.15,1020.22,64.25
2019/03/06 01:40:41,19.41,44.19,1020.25,64.2
2019/03/06 01:41:39,19.41,44.07,1020.22,64.19
2019/03/06 01:42:40,19.45,44.23,1020.26,64.24
2019/03/06 01:43:39,19.45,44.0,1020.26,64.23
2019/03/06 01:44:39,19.4,44.08,1020.16,64.18
2019/03/06 01:45:42,19.34,44.34,1020.18,64.11
2019/03/06 01:46:38,19.3,44.48,1020.17,64.07
2019/03/06 01:47:39,19.34,44.38,1020.12,64.11
2019/03/06 01:48:39,19.36,44.22,1020.13,64.13
2019/03/06 01:49:40,19.3,44.45,1020.06,64.07
2019/03/06 01:50:41,19.3,44.54,1020.11,64.07
2019/03/06 01:51:39,19.25,44.49,1020.13,64.01
2019/03/06 01:52:40,19.27,44.5,1020.12,64.04
2019/03/06 01:53:39,19.29,44.44,1020.15,64.06
2019/03/06 01:54:39,19.26,44.35,1020.16,64.02
2019/03/06 01:55:42,19.23,44.53,1020.32,63.99
2019/03/06 01:56:39,19.22,44.62,1020.35,63.97
2019/03/06 01:57:39,19.25,44.46,1020.25,64.01
2019/03/06 01:58:39,19.26,44.63,1020.36,64.03
2019/03/06 01:59:39,19.27,44.75,1020.31,64.05
2019/03/06 02:00:41,19.28,44.79,1020.32,64.06
2019/03/06 02:01:39,19.25,44.9,1020.37,64.03
2019/03/06 02:02:39,19.22,44.89,1020.3,63.99
2019/03/06 02:03:39,19.21,45.35,1020.36,64.0
2019/03/06 02:04:39,19.2,45.1,1020.27,63.98
2019/03/06 02:05:41,19.19,44.92,1020.28,63.96
2019/03/06 02:06:39,19.17,44.89,1020.26,63.92
2019/03/06 02:07:39,19.2,44.94,1020.12,63.96
2019/03/06 02:08:39,19.25,44.67,1020.08,64.01
2019/03/06 02:09:40,19.3,44.52,1020.04,64.08
2019/03/06 02:10:41,19.33,44.54,1020.01,64.12
2019/03/06 02:11:39,19.33,44.46,1020.09,64.11
2019/03/06 02:12:39,19.31,44.71,1020.02,64.09
2019/03/06 02:13:39,19.28,44.97,1019.97,64.07
2019/03/06 02:14:39,19.3,44.86,1020.03,64.09
2019/03/06 02:15:42,19.31,44.71,1019.95,64.1
2019/03/06 02:16:39,19.33,44.74,1020.06,64.12
2019/03/06 02:17:39,19.3,44.65,1019.98,64.08
2019/03/06 02:18:39,19.27,45.21,1020.06,64.07
2019/03/06 02:19:39,19.2,45.34,1019.94,63.98
2019/03/06 02:20:41,19.14,45.37,1019.89,63.91
2019/03/06 02:21:39,19.12,45.23,1019.96,63.88
2019/03/06 02:22:39,19.1,45.16,1019.96,63.85
2019/03/06 02:23:39,19.1,45.09,1019.98,63.85
2019/03/06 02:24:39,19.1,45.05,1020.06,63.84
2019/03/06 02:25:40,19.08,45.07,1020.03,63.83
2019/03/06 02:26:39,19.06,45.2,1020.1,63.8
2019/03/06 02:27:39,19.05,45.11,1020.06,63.79
2019/03/06 02:28:38,19.04,45.0,1020.04,63.77
2019/03/06 02:29:39,19.04,44.98,1020.09,63.76
2019/03/06 02:30:41,19.03,44.9,1020.13,63.75
2019/03/06 02:31:39,19.04,45.39,1020.06,63.78
2019/03/06 02:32:38,19.04,44.85,1020.09,63.76
2019/03/06 02:33:39,19.02,44.87,1020.11,63.73
2019/03/06 02:34:39,18.99,44.88,1020.11,63.7
2019/03/06 02:35:41,18.98,44.85,1019.99,63.68
2019/03/06 02:36:39,18.98,44.73,1020.05,63.68
2019/03/06 02:37:40,18.98,44.72,1020.01,63.68
2019/03/06 02:38:39,18.98,44.73,1020.09,63.68
2019/03/06 02:39:39,18.97,44.67,1020.0,63.67
2019/03/06 02:40:41,18.97,44.65,1020.0,63.66
2019/03/06 02:41:39,18.95,44.72,1020.1,63.65
2019/03/06 02:42:39,18.96,44.66,1020.09,63.66
2019/03/06 02:43:39,19.03,44.86,1020.1,63.75
2019/03/06 02:44:40,19.08,44.69,1020.11,63.81
2019/03/06 02:45:42,19.08,44.77,1019.98,63.81
2019/03/06 02:46:40,19.1,44.94,1019.96,63.84
2019/03/06 02:47:39,19.05,45.16,1020.05,63.79
2019/03/06 02:48:39,19.0,45.39,1020.03,63.74
2019/03/06 02:49:39,18.97,45.28,1020.0,63.7
2019/03/06 02:50:41,18.96,45.08,1020.01,63.67
2019/03/06 02:51:39,18.97,45.04,1019.94,63.68
2019/03/06 02:52:39,18.99,44.87,1019.98,63.7
2019/03/06 02:53:39,18.99,44.84,1020.01,63.7
2019/03/06 02:54:39,18.98,44.96,1019.96,63.69
2019/03/06 02:55:41,18.98,44.9,1020.01,63.68
2019/03/06 02:56:38,19.03,44.72,1020.13,63.74
2019/03/06 02:57:39,19.04,44.72,1020.07,63.76
2019/03/06 02:58:38,19.03,44.64,1020.02,63.74
2019/03/06 02:59:39,18.98,44.61,1020.05,63.68
2019/03/06 03:00:41,18.96,44.87,1020.12,63.66
2019/03/06 03:01:40,18.96,44.76,1020.17,63.65
2019/03/06 03:02:39,18.93,45.13,1020.18,63.64
2019/03/06 03:03:39,18.92,45.02,1020.1,63.61
2019/03/06 03:04:39,18.91,45.01,1020.08,63.6
2019/03/06 03:05:41,18.9,45.01,1020.17,63.59
2019/03/06 03:06:38,18.92,45.22,1020.2,63.62
2019/03/06 03:07:39,18.91,45.13,1020.13,63.61
2019/03/06 03:08:39,18.9,46.06,1020.23,63.64
2019/03/06 03:09:39,18.92,45.34,1020.1,63.63
2019/03/06 03:10:41,18.93,45.29,1020.07,63.65
2019/03/06 03:11:40,18.91,45.16,1020.19,63.61
2019/03/06 03:12:39,18.94,45.15,1020.14,63.65
2019/03/06 03:13:39,18.95,45.04,1020.05,63.66
2019/03/06 03:14:39,18.98,45.73,1020.01,63.72
2019/03/06 03:15:40,18.97,45.37,1020.02,63.69
2019/03/06 03:16:39,18.95,45.65,1020.0,63.69
2019/03/06 03:17:39,18.93,45.46,1020.01,63.65
2019/03/06 03:18:39,18.89,45.2,1020.05,63.58
2019/03/06 03:19:39,18.88,45.4,1019.92,63.58
2019/03/06 03:20:41,18.91,45.08,1019.92,63.6
2019/03/06 03:21:39,18.95,45.21,1019.84,63.67
2019/03/06 03:22:39,18.94,45.48,1019.77,63.67
2019/03/06 03:23:39,18.92,45.45,1019.79,63.64
2019/03/06 03:24:39,18.87,45.43,1019.89,63.58
2019/03/06 03:25:42,18.84,45.66,1019.81,63.55
2019/03/06 03:26:39,18.83,45.54,1019.92,63.52
2019/03/06 03:27:39,18.81,45.55,1019.83,63.5
2019/03/06 03:28:39,18.81,45.61,1019.83,63.5
2019/03/06 03:29:40,18.84,45.63,1019.94,63.55
2019/03/06 03:30:41,18.82,45.48,1019.93,63.51
2019/03/06 03:31:38,18.8,45.52,1019.86,63.48
2019/03/06 03:32:39,18.79,45.32,1019.87,63.46
2019/03/06 03:33:38,18.77,45.42,1019.79,63.45
2019/03/06 03:34:40,18.81,45.24,1019.72,63.49
2019/03/06 03:35:42,18.82,44.98,1019.82,63.49
2019/03/06 03:36:39,18.81,45.04,1019.78,63.48
2019/03/06 03:37:39,18.8,44.95,1019.76,63.46
2019/03/06 03:38:38,18.78,45.15,1019.72,63.44
2019/03/06 03:39:39,18.82,45.02,1019.69,63.49
2019/03/06 03:40:41,18.8,44.94,1019.7,63.46
2019/03/06 03:41:39,18.82,44.83,1019.74,63.48
