time,temperature,humidity,pressure,di
2019/03/04 00:00:41,19.9,40.65,1008.74,64.61
2019/03/04 00:01:40,19.9,40.71,1008.69,64.61
2019/03/04 00:02:39,19.87,40.81,1008.62,64.59
2019/03/04 00:03:40,19.9,40.61,1008.55,64.61
2019/03/04 00:04:40,19.93,40.49,1008.55,64.64
2019/03/04 00:05:41,19.91,40.59,1008.47,64.62
2019/03/04 00:06:39,19.91,40.54,1008.52,64.62
2019/03/04 00:07:39,19.88,40.51,1008.44,64.58
2019/03/04 00:08:39,19.9,40.58,1008.48,64.61
2019/03/04 00:09:40,19.86,40.71,1008.44,64.57
2019/03/04 00:10:41,19.86,40.74,1008.57,64.57
2019/03/04 00:11:39,19.9,40.51,1008.43,64.61
2019/03/04 00:12:39,19.88,40.48,1008.45,64.58
2019/03/04 00:13:39,19.86,40.52,1008.41,64.56
2019/03/04 00:14:40,19.85,40.55,1008.29,64.55
2019/03/04 00:15:41,19.84,40.52,1008.32,64.54
2019/03/04 00:16:39,19.84,40.63,1008.27,64.54
2019/03/04 00:17:39,19.86,40.58,1008.39,64.56
2019/03/04 00:18:38,19.86,40.41,1008.38,64.55
2019/03/04 00:19:39,19.84,40.64,1008.29,64.54
2019/03/04 00:20:42,19.82,40.54,1008.26,64.51
2019/03/04 00:21:38,19.84,40.46,1008.32,64.53
2019/03/04 00:22:39,19.8,40.56,1008.31,64.49
2019/03/04 00:23:39,19.77,40.65,1008.26,64.46
2019/03/04 00:24:38,19.81,40.37,1008.33,64.49
2019/03/04 00:25:41,19.84,40.49,1008.48,64.53
2019/03/04 00:26:39,19.8,40.67,1008.63,64.5
2019/03/04 00:27:39,19.8,40.53,1008.68,64.48
2019/03/04 00:28:39,19.78,40.68,1008.73,64.47
2019/03/04 00:29:39,19.79,40.72,1008.66,64.48
2019/03/04 00:30:41,19.85,40.83,1008.72,64.56
2019/03/04 00:31:39,19.97,40.51,1008.57,64.69
2019/03/04 00:32:39,19.94,40.54,1008.6,64.66
2019/03/04 00:33:39,19.84,40.76,1008.59,64.55
2019/03/04 00:34:39,19.76,40.55,1008.32,64.44
2019/03/04 00:35:41,19.75,40.71,1008.33,64.44
2019/03/04 00:36:39,19.74,40.72,1008.34,64.42
2019/03/04 00:37:40,19.72,40.77,1008.44,64.4
2019/03/04 00:38:39,19.69,40.7,1008.5,64.36
2019/03/04 00:39:40,19.71,40.71,1008.44,64.38
2019/03/04 00:40:41,19.69,40.71,1008.34,64.36
2019/03/04 00:41:40,19.68,40.72,1008.45,64.35
2019/03/04 00:42:39,19.69,40.73,1008.44,64.36
2019/03/04 00:43:39,19.69,40.67,1008.5,64.36
2019/03/04 00:44:39,19.72,40.61,1008.57,64.39
2019/03/04 00:45:41,19.71,40.66,1008.71,64.38
2019/03/04 00:46:39,19.69,40.59,1008.78,64.35
2019/03/04 00:47:39,19.69,40.55,1008.68,64.35
2019/03/04 00:48:40,19.69,40.61,1008.71,64.36
2019/03/04 00:49:39,19.7,40.47,1008.72,64.36
2019/03/04 00:50:41,19.68,40.59,1008.75,64.34
2019/03/04 00:51:39,19.68,40.5,1008.67,64.34
2019/03/04 00:52:39,19.67,40.49,1008.6,64.33
2019/03/04 00:53:39,19.67,40.44,1008.6,64.32
2019/03/04 00:54:38,19.7,40.42,1008.49,64.36
2019/03/04 00:55:41,19.71,40.79,1008.36,64.39
2019/03/04 00:56:39,19.69,40.67,1008.34,64.36
2019/03/04 00:57:39,19.7,40.45,1008.29,64.36
2019/03/04 00:58:39,19.7,40.45,1008.3,64.36
2019/03/04 00:59:39,19.7,40.5,1008.35,64.36
2019/03/04 01:00:42,19.7,40.63,1008.35,64.36
2019/03/04 01:01:40,19.66,40.63,1008.23,64.32
2019/03/04 01:02:40,19.65,40.71,1008.19,64.31
2019/03/04 01:03:39,19.65,40.62,1008.11,64.31
2019/03/04 01:04:39,19.65,40.64,1007.95,64.31
2019/03/04 01:05:41,19.63,40.64,1007.86,64.29
2019/03/04 01:06:39,19.63,40.62,1007.91,64.29
2019/03/04 01:07:39,19.66,40.65,1007.97,64.32
2019/03/04 01:08:39,19.67,40.64,1007.98,64.34
2019/03/04 01:09:39,19.63,40.54,1007.84,64.29
2019/03/04 01:10:41,19.64,40.68,1007.94,64.31
2019/03/04 01:11:39,19.65,40.87,1007.98,64.32
2019/03/04 01:12:39,19.63,40.91,1007.9,64.31
2019/03/04 01:13:39,19.63,40.82,1007.94,64.3
2019/03/04 01:14:39,19.63,40.75,1007.87,64.3
2019/03/04 01:15:42,19.63,40.76,1007.9,64.3
2019/03/04 01:16:40,19.63,40.77,1007.79,64.3
2019/03/04 01:17:40,19.63,40.69,1007.81,64.29
2019/03/04 01:18:39,19.61,40.75,1007.83,64.27
2019/03/04 01:19:39,19.61,40.68,1007.88,64.26
2019/03/04 01:20:40,19.59,40.76,1007.9,64.24
2019/03/04 01:21:38,19.59,40.81,1007.88,64.25
2019/03/04 01:22:39,19.62,40.77,1007.98,64.28
2019/03/04 01:23:38,19.62,40.51,1007.95,64.27
2019/03/04 01:24:39,19.6,40.72,1007.84,64.25
2019/03/04 01:25:41,19.61,40.74,1007.8,64.27
2019/03/04 01:26:39,19.62,40.74,1007.74,64.28
2019/03/04 01:27:39,19.61,40.77,1007.72,64.27
2019/03/04 01:28:39,19.58,40.93,1007.7,64.24
2019/03/04 01:29:39,19.57,40.7,1007.71,64.22
2019/03/04 01:30:42,19.58,40.77,1007.68,64.24
