time,temperature,humidity,pressure,di
2019/03/12 00:00:41,20.86,39.58,1000.42,65.71
2019/03/12 00:01:39,20.86,39.6,1000.38,65.71
2019/03/12 00:02:39,20.85,39.7,1000.39,65.7
2019/03/12 00:03:39,20.83,39.79,1000.47,65.68
2019/03/12 00:04:39,20.76,39.86,1000.4,65.6
2019/03/12 00:05:41,20.75,39.89,1000.5,65.6
2019/03/12 00:06:40,20.73,39.91,1000.52,65.58
2019/03/12 00:07:39,20.71,39.82,1000.52,65.55
2019/03/12 00:08:39,20.71,39.82,1000.53,65.54
2019/03/12 00:09:40,20.69,39.26,1000.47,65.48
2019/03/12 00:10:41,20.69,39.96,1000.59,65.53
2019/03/12 00:11:39,20.73,39.55,1000.5,65.55
2019/03/12 00:12:39,20.71,40.19,1000.44,65.57
2019/03/12 00:13:39,20.7,40.58,1000.46,65.57
2019/03/12 00:14:39,20.67,40.79,1000.52,65.55
2019/03/12 00:15:42,20.63,40.61,1000.51,65.5
2019/03/12 00:16:39,20.59,40.25,1000.56,65.43
2019/03/12 00:17:39,20.59,40.73,1000.53,65.46
2019/03/12 00:18:40,20.57,41.55,1000.47,65.48
2019/03/12 00:19:39,20.57,41.23,1000.63,65.46
2019/03/12 00:20:41,20.56,42.03,1000.57,65.5
2019/03/12 00:21:39,20.55,42.02,1000.66,65.49
2019/03/12 00:22:39,20.56,41.65,1000.58,65.48
2019/03/12 00:23:39,20.55,41.4,1000.63,65.45
2019/03/12 00:24:39,20.52,42.31,1000.6,65.47
2019/03/12 00:25:41,20.51,42.35,1000.64,65.46
2019/03/12 00:26:38,20.5,42.07,1000.62,65.43
2019/03/12 00:27:39,20.45,41.61,1000.62,65.34
2019/03/12 00:28:40,20.42,42.07,1000.62,65.33
2019/03/12 00:29:38,20.43,42.31,1000.58,65.35
2019/03/12 00:30:41,20.41,42.45,1000.58,65.34
2019/03/12 00:31:39,20.37,42.5,1000.59,65.3
2019/03/12 00:32:39,20.37,43.47,1000.53,65.35
2019/03/12 00:33:38,20.39,43.26,1000.6,65.37
2019/03/12 00:34:38,20.4,43.46,1000.48,65.39
2019/03/12 00:35:41,20.39,43.8,1000.52,65.4
2019/03/12 00:36:39,20.36,44.53,1000.5,65.4
2019/03/12 00:37:39,20.37,44.19,1000.57,65.4
2019/03/12 00:38:38,20.38,44.73,1000.55,65.43
2019/03/12 00:39:38,20.37,44.81,1000.56,65.43
2019/03/12 00:40:41,20.42,44.03,1000.65,65.45
2019/03/12 00:41:39,20.44,42.96,1000.6,65.41
2019/03/12 00:42:39,20.45,42.36,1000.56,65.38
2019/03/12 00:43:39,20.44,42.08,1000.65,65.35
2019/03/12 00:44:39,20.42,42.3,1000.65,65.35
2019/03/12 00:45:41,20.42,42.15,1000.6,65.34
2019/03/12 00:46:39,20.42,42.54,1000.62,65.36
2019/03/12 00:47:39,20.43,42.53,1000.67,65.37
2019/03/12 00:48:39,20.44,42.09,1000.63,65.36
2019/03/12 00:49:39,20.4,42.13,1000.67,65.31
2019/03/12 00:50:41,20.39,42.06,1000.68,65.3
2019/03/12 00:51:39,20.36,42.32,1000.55,65.27
2019/03/12 00:52:39,20.36,42.57,1000.68,65.29
2019/03/12 00:53:39,20.34,42.59,1000.65,65.27
2019/03/12 00:54:39,20.32,42.44,1000.75,65.23
2019/03/12 00:55:41,20.33,42.23,1000.74,65.23
2019/03/12 00:56:39,20.32,42.11,1000.7,65.21
2019/03/12 00:57:40,20.32,42.61,1000.7,65.24
2019/03/12 00:58:39,20.32,42.41,1000.63,65.22
2019/03/12 00:59:39,20.27,42.18,1000.69,65.16
2019/03/12 01:00:40,20.26,42.46,1000.67,65.16
